Processo,Numero AI,SGUF,Razao Social,CNPJ/CPF,Data autuação,vlmulta,Ultima Movimentacao,Data e Valor Pago,Situacao Atual,dt decisao 1a,decisao 1a,dt recurso,dt decisao 2a,Decisao 2a,Decisao Definitiva,Processo Encerrado,Decisao de Procedência,Dívida Ativa
14152137372202102,221672028,GO,DU GREGORIO COMERCIO E TRANSPORTES LTDA,75831990000109,18/08/2021 00:00:00,"R$ 8.766,81",9/22/2022,22-09-2022 - R$4383.40,Arquivado - pago administrativamente,15/08/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152190637202192,222199776,SC,TRANSPORTES CORDENONSI LTDA,75818849000176,04/11/2021 00:00:00,"R$ 59.118,36",11/14/2022,14-11-2022 - R$29559.18,Arquivado - pago administrativamente,26/10/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152147505202221,224025627,PR,MATERNIDADE E CIRURGIA N. S. DO ROCIO S/A,75802348000100,13/09/2022 00:00:00,"R$ 292.650,52",4/10/2023,,Enviado inscrição DAU (PGFN),09/01/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
14152200751202138,222300582,PR,GERMER PORCELANAS FINAS S.A.,75801936000110,23/11/2021 00:00:00,"R$ 17.094,71",7/19/2022,14-07-2022 - R$8547.36,Arquivado - pago administrativamente,27/06/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152113812202217,223688690,PR,AMAFIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,75784140000105,25/07/2022 00:00:00,"R$ 8.055,85",2/1/2023,01-02-2023 - R$9747.58,Arquivado - pago administrativamente,21/12/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152181631202124,222109718,PR,SEARA INDUSTRIA E COMERCIO DE PRODUTOS AGROPECUARIOS LT,75739086000178,22/10/2021 00:00:00,"R$ 13.018,28",6/22/2022,17-06-2022 - R$6509.14,Arquivado - pago administrativamente,27/05/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152090348202194,221205926,PR,CATTALINI TERMINAIS MARITIMOS S.A.,75633560000182,09/06/2021 00:00:00,"R$ 6.875,20",4/27/2022,22-04-2022 - R$3437.60,Arquivado - pago administrativamente,07/04/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46293004627201919,218941897,PR,ASSOCIACAO HOSPITALAR BENEFICENTE DE BANDEIRANTES,75623181000101,12/12/2019,"R$ 10.532,47",12/27/2021,16/12/2021 - R$12217.67,Arquivado,5/10/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152035274202395,225018896,PR,ASSOCIACAO HOSPITALAR BENEFICENTE DE BANDEIRANTES,75623181000101,14/03/2023 00:00:00,"R$ 10.695,21",6/29/2023,29-06-2023 - R$5347.60,Arquivado - pago administrativamente,12/06/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46212015492201961,218915845,PR,EXAL - ADMINISTRACAO DE RESTAURANTES EMPRESARIAIS LTDA.,75584110000147,10/12/2019,"R$ 99.551,47",10/25/2021,05/10/2021 - R$49775.74,Arquivado,14/9/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152221809202187,222511150,PR,EXAL - ADMINISTRACAO DE RESTAURANTES EMPRESARIAIS E FAC,75584110000147,27/12/2021 00:00:00,"R$ 61.195,54",9/19/2022,18-08-2022 - R$30597.77,Arquivado - pago administrativamente,02/08/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152023647202113,220553939,PR,EXAL - ADMINISTRACAO DE RESTAURANTES EMPRESARIAIS E FAC,75584110000147,25/02/2021 00:00:00,"R$ 149.050,17",3/22/2022,18-03-2022 - R$74525.08,Arquivado - pago administrativamente,07/03/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46317001209201946,218107439,PR,GRALHA AZUL AVICOLA LTDA,75559989000177,15/8/2019,"R$ 11.651,56",9/14/2020,,Enviado p/ PFN,4/12/2019,Decisão de procedência,,,,SIM,SIM,SIM,SIM
14152061762202277,223168190,PR,LUERSEN COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,75556431000138,28/04/2022 00:00:00,"R$ 3.026,02",11/4/2022,04-11-2022 - R$1513.01,Arquivado - pago administrativamente,13/10/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152034713202342,225013282,PR,HELISUL TAXI AEREO LTDA,75543611000185,13/03/2023 00:00:00,"R$ 98.585,64",7/5/2023,05-07-2023 - R$49292.82,Arquivado - pago administrativamente,14/06/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152025146202252,222802031,SC,COMERCIO E INDUSTRIA DE SORVETES ESKIMO LTDA,75503821000140,23/02/2022 00:00:00,"R$ 51.882,68",12/5/2022,05-12-2022 - R$25941.34,Arquivado - pago administrativamente,21/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152120957202266,223760145,PR,MOVAL MOVEIS ARAPONGAS LTDA,75400903000169,03/08/2022 00:00:00,"R$ 28.064,10",1/23/2023,23-01-2023 - R$14032.05,Arquivado - pago administrativamente,19/12/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46220012674201981,218922981,SC,CASSOL MATERIAIS DE CONSTRUCAO LTDA,75400218000132,10/12/2019,"R$ 17.520,39",1/21/2021,30/12/2020 - R$8760.20,Arquivado,27/11/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152103997202243,223590541,PR,FUNDACAO HOSPITALAR DE ASTORGA,75349795000147,06/07/2022 00:00:00,"R$ 6.028,63",5/10/2023,,Arquivado - PGFN pago,07/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
47105000773201908,218343426,SP,TRANSPORTADORA DALASTRA LTDA,75303222000182,13/9/2019,"R$ 10.686,79",6/22/2022,13/06/2022 - R$5343.40,Arquivado,30/8/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152046636202110,220783829,PR,JULIA ADAM EMPRESA DE MINERACAO E AGUAS S/A,75228403000191,06/04/2021 00:00:00,"R$ 6.605,10",5/24/2022,05-05-2022 - R$3302.55,Arquivado - pago administrativamente,18/04/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46212011029201941,217979505,PR,OPET ORGANIZACAO PARANAENSE DE ENSINO TECNICO LTDA,75118406000172,31/7/2019,"R$ 23.928,93",8/31/2021,24/03/2020 - R$11964.46,Arquivado,4/2/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152066485202116,220968543,PR,SERVICO DE APOIO AS MICRO E PEQUENAS EMPRESAS DO PARANA,75110585000100,04/05/2021 00:00:00,"R$ 3.227,91",4/25/2022,19-04-2022 - R$1613.96,Arquivado - pago administrativamente,06/04/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152192162202250,224472046,PR,ORSEGUPS SEGURANCA E VIGILANCIA LTDA,75092593000162,29/11/2022 00:00:00,"R$ 292.650,52",3/23/2023,23-03-2023 - R$146325.26,Arquivado - pago administrativamente,06/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152049170202104,220809160,PR,NILKO TECNOLOGIA LTDA,75086785000166,12/04/2021 00:00:00,"R$ 6.477,15",5/9/2022,05-05-2022 - R$3238.58,Arquivado - pago administrativamente,18/04/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152036371202133,220681171,PR,FUNDACAO COPEL DE PREVIDENCIA E ASSISTENCIA SOCIAL,75054940000162,19/03/2021 00:00:00,"R$ 12.645,46",5/9/2022,05-05-2022 - R$6322.73,Arquivado - pago administrativamente,18/04/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46212011013201938,217979173,PR,ASSOCIACAO EDUCACIONAL DECISIVO,75049056000130,31/7/2019,"R$ 2.710,28",6/5/2020,03/03/2020 - R$1355.14,Arquivado,6/2/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152034151202337,225007665,PR,EMPRESA HOTELEIRA MABU LTDA,75047498000147,13/03/2023 00:00:00,"R$ 57.090,80",6/23/2023,23-06-2023 - R$28545.40,Arquivado - pago administrativamente,01/06/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46212013986201910,218470061,PR,VIACAO DO SUL LTDA,75045591000112,30/9/2019,"R$ 21.445,88",8/27/2021,11/02/2020 - R$10722.94,Arquivado,14/1/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46212007692201941,217571883,PR,AUTO POSTO TULIO LTDA,75026807000100,31/5/2019,"R$ 14.540,26",5/5/2021,13/12/2019 - R$7270.13,Arquivado,4/12/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46281001944201912,218865121,BA,,,29/11/2019,"R$ 7.928,29",5/29/2023,,Enviado p/ PFN,8/2/2022,Decisão de procedência,,,,SIM,SIM,SIM,SIM
46281001521201994,218389043,BA,,,20/9/2019,"R$ 7.827,01",6/2/2022,28/03/2022 - R$3913.51,Arquivado,10/2/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46256000977201944,217224229,SP,S S ARTEFATOS DE MADEIRA LTDA,74469289000129,17/4/2019,"R$ 4.919,01",2/2/2023,,Arquivado,28/3/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152057295202108,220879338,RJ,ICATU CAPITALIZACAO S/A,74267170000173,22/4/2021,"R$ 123.884,27",6/21/2023,07/10/2022 - R$61942.14,Arquivado,21/9/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152185450202177,222147903,SP,SUPERMERCADOS HIGA & FILHOS LTDA,74226804000140,28/10/2021 00:00:00,"R$ 3.177,31",7/24/2023,24-07-2023 - R$1588.66,Arquivado - pago administrativamente,06/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46206009124201963,218695144,DF,NOVA CASA DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO S/A,74200403000110,31/10/2019,"R$ 18.396,70",5/2/2022,16/03/2022 - R$9198.35,Arquivado,25/2/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46206005815201998,217866832,DF,NOVA CASA DISTRIBUIDORA DE MATERIAIS PARA CONSTRUCAO S/A,74200403000110,10/7/2019,"R$ 18.319,28",3/24/2020,02/12/2019 - R$9159.64,Arquivado,12/11/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152038920202295,222939770,SC,DC LOGISTICS BRASIL LTDA,74182593000190,18/03/2022 00:00:00,"R$ 3.569,57",12/9/2022,09-12-2022 - R$1784.78,Arquivado - pago administrativamente,21/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46215011806201927,217820794,RJ,M3 MANUTENCAO E MONTAGENS LTDA,74024274000157,4/7/2019,"R$ 8.666,14",11/22/2022,18/02/2022 - R$4333.07,Arquivado,7/2/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152032473202007,219353069,RJ,AGORA CORRETORA DE TITULOS E VALORES MOBILIARIOS S/A,74014747000135,11/3/2020,"R$ 18.381,69",6/22/2023,08/11/2022 - R$9190.85,Arquivado,25/10/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152044470202351,225110857,PR,POLISERVICE SISTEMAS DE SEGURANCA LTDA,73946238000188,29/03/2023 00:00:00,"R$ 200.684,86",8/7/2023,07-08-2023 - R$100342.43,Arquivado - pago administrativamente,24/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46212011030201975,217979599,PR,SOFTMARKETING COMUNICACAO E INFORMACAO LTDA,73879330000172,31/7/2019,"R$ 241.126,88",8/30/2021,20/03/2020 - R$120563.44,Arquivado,6/2/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152212384202115,222416904,PR,SOFTMARKETING COMUNICACAO E INFORMACAO LTDA,73879330000172,08/12/2021 00:00:00,"R$ 265.659,51",7/19/2022,15-07-2022 - R$132829.76,Arquivado - pago administrativamente,28/06/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46212007246201936,217530681,PR,OCLE ENGENHARIA LTDA.,73859449000183,28/5/2019,"R$ 5.034,75",10/8/2019,24/07/2019 - R$2517.38,Arquivado,8/7/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152125005202158,221548394,PR,OCLE ENGENHARIA LTDA.,73859449000183,30/07/2021 00:00:00,"R$ 19.276,86",11/3/2022,,Enviado inscrição DAU (PGFN),08/04/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
14152026538202239,222815957,SC,COMERCIO E TRANSPORTE DE FRUTAS PRIMALTA LTDA,73811234000192,24/02/2022 00:00:00,"R$ 3.365,50",1/6/2023,06-01-2023 - R$4072.26,Arquivado - pago administrativamente,21/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152105054202255,223601110,PI,F M FERREIRA DE SOUSA LTDA,73807471000180,07/07/2022 00:00:00,"R$ 25.665,29",12/22/2022,22-12-2022 - R$12832.64,Arquivado - pago administrativamente,01/12/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152027916202030,219308144,MG,PERFECT CLEAN LIMPEZA E CONSERVACAO LTDA,73798209000116,5/3/2020,"R$ 18.958,02",1/5/2022,,Enviado p/ PFN,15/10/2021,Decisão de procedência,,,,SIM,SIM,SIM,SIM
14152023746202014,219266689,RS,STAMPA ARTEFATOS DE COURO LTDA,73795486000175,27/2/2020,"R$ 30.798,19",12/3/2021,08/10/2021 - R$15399.10,Arquivado,15/9/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46212014033201961,218459084,PR,TRIUNFANTE PARANA ALIMENTOS LTDA,73778144000147,1/10/2019,"R$ 2.430,57",8/27/2021,17/02/2020 - R$1215.28,Arquivado,14/1/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46212015304201903,218866950,PR,TECNOLIMP SERVICOS LTDA,73767790000109,29/11/2019,"R$ 241.126,88",10/25/2021,04/10/2021 - R$120563.44,Arquivado,14/9/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152130244202120,221600744,RJ,MITRA ENGENHARIA E MONTAGENS INDUSTRIAIS LTDA,73678005000141,06/08/2021 00:00:00,"R$ 6.035,82",12/2/2022,02-12-2022 - R$3017.91,Arquivado - pago administrativamente,11/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46212014023201925,218459301,PR,FERTILIZANTES DO NORDESTE LTDA,73674202000192,1/10/2019,"R$ 4.890,08",10/29/2021,07/10/2021 - R$2445.04,Arquivado,14/9/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46204006194201980,217694047,BA,TEL CENTRO DE CONTATOS LTDA.,73663114000195,18/6/2019,"R$ 241.126,88",5/25/2023,,Enviado p/ PFN,10/2/2022,Decisão de procedência,,,,SIM,SIM,SIM,SIM
14152174518202273,224295608,PR,RETIFICADORA TIETE LTDA,73645160000161,27/10/2022 00:00:00,"R$ 6.356,40",4/12/2023,12-04-2023 - R$3178.20,Arquivado - pago administrativamente,31/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46281001502201968,218356340,BA,ECOTEC SOLUCOES EM RESIDUOS EIRELI,73560187000151,16/9/2019,"R$ 20.316,85",5/13/2022,,Enviado p/ PFN,3/2/2022,Decisão de procedência,,,,SIM,SIM,SIM,SIM
46220006121201990,217618651,SC,FUNDACAO DE SAUDE DO ALTO VALE DO ITAJAI,73433427000157,7/6/2019,"R$ 53.741,10",9/24/2020,26/08/2020 - R$26870.55,Arquivado,23/7/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152182139202257,224371819,PR,SUPERMERCADO BOZA LTDA,73419905000174,08/11/2022 00:00:00,"R$ 7.605,04",2/13/2023,13-02-2023 - R$3802.52,Arquivado - pago administrativamente,25/01/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152033847202265,222889047,PR,LE LAC VEICULOS SA,73402711000166,09/03/2022 00:00:00,"R$ 5.934,98",9/14/2022,14-09-2022 - R$2967.49,Arquivado - pago administrativamente,26/08/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152159652202244,224146947,PR,LE LAC VEICULOS SA,73402711000166,03/10/2022 00:00:00,"R$ 5.923,28",3/6/2023,06-03-2023 - R$2961.64,Arquivado - pago administrativamente,08/02/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152204166202298,224592084,PR,THOMAZ TUR LTDA,73281412000110,19/12/2022 00:00:00,"R$ 12.946,92",6/5/2023,05-06-2023 - R$6473.46,Arquivado - pago administrativamente,10/05/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152169153202184,221984984,SP,M B C EXPRESS SERVIÇOS DE COURIER LTDA,73160269000109,30/09/2021 00:00:00,"R$ 53.265,30",7/27/2023,27-07-2023 - R$26632.65,Arquivado - pago administrativamente,05/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152022175202009,219250995,SP,UNISUPER UNIAO SUPERMERCADO LTDA,72995475000176,21/2/2020,"R$ 87.016,66",7/14/2023,15/05/2023 - R$43508.33,Arquivado,30/11/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152009621202243,222646799,SP,UNISUPER UNIAO SUPERMERCADO LTDA,72995475000176,27/01/2022 00:00:00,"R$ 19.655,78",8/4/2023,04-08-2023 - R$9827.89,Arquivado - pago administrativamente,10/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46255002188201958,218213395,SP,ORGANIZACAO COMERCIAL LAGO AZUL LTDA,72911837000101,28/8/2019,"R$ 5.790,30",4/20/2023,12/04/2023 - R$7006.26,Arquivado,1/10/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46255002029201953,218081669,SP,BOSCH REXROTH LTDA,72908817000173,9/8/2019,"R$ 25.514,15",6/30/2020,25/10/2019 - R$12757.08,Arquivado,11/10/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152166039202101,221953841,SP,BENASSI COMERCIO DE HORTIFRUTIGRANJEIROS LTDA,72898539000110,28/09/2021 00:00:00,"R$ 21.200,71",7/13/2023,13-07-2023 - R$10600.36,Arquivado - pago administrativamente,05/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46219011669201991,217920357,SP,CENTURYLINK COMUNICACOES DO BRASIL LTDA.,72843212000141,18/7/2019,"R$ 54.455,79",2/12/2020,26/12/2019 - R$71544.02,Arquivado,10/10/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46206002818201970,217091351,DF,SUPER SACOLAO DA VERDURA LTDA,72646029000156,29/3/2019,"R$ 5.372,33",10/23/2019,20/09/2019 - R$2686.16,Arquivado,27/8/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46206007839201981,218467681,DF,AGIL SERVICOS ESPECIAIS LTDA,72620735000129,30/9/2019,"R$ 33.958,86",7/11/2022,10/06/2022 - R$16979.43,Arquivado,19/7/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46206002847201931,217091628,DF,AGIL SERVICOS ESPECIAIS LTDA,72620735000129,1/4/2019,"R$ 61.339,70",10/25/2019,01/10/2019 - R$30669.85,Arquivado,27/8/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46206002789201946,217078273,DF,LLAL PRODUTOS DE BELEZA LTDA,72582257000100,28/3/2019,"R$ 7.754,68",9/9/2019,05/07/2019 - R$3877.34,Arquivado,12/6/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46206006379201974,218016948,DF,TECNICALL ENGENHARIA LTDA,72581283000113,31/7/2019,"R$ 17.656,38",3/10/2020,28/11/2019 - R$12359.46,Arquivado,12/11/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152025918202094,219288313,DF,SERVICOS HOSPITALARES YUGE S.A,72576143000157,29/2/2020,"R$ 6.790,52",2/2/2023,21/12/2022 - R$3395.26,Arquivado,29/11/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152018268202292,222733268,DF,SERVICOS HOSPITALARES YUGE S.A,72576143000157,10/02/2022 00:00:00,"R$ 9.938,46",6/16/2023,,Enviado inscrição DAU (PGFN),24/02/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
46256001129201952,217345964,SP,ORGANIZACAO EDUCACIONAL ARTUR FERNANDES LTDA,72557705000115,3/5/2019,"R$ 7.494,26",5/24/2021,,Enviado p/ PFN,11/6/2019,Decisão de procedência,,,,SIM,SIM,SIM,SIM
46274002187201985,218709561,RS,BK CONSTRUCOES LTDA,72523863000154,5/11/2019,"R$ 2.954,83",6/14/2021,28/04/2021 - R$1477.42,Arquivado,17/3/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152077316202284,223323730,RS,DELL COMPUTADORES DO BRASIL LTDA,72381189000110,24/05/2022 00:00:00,"R$ 108.054,43",8/10/2023,10-08-2023 - R$54027.22,Arquivado - pago administrativamente,25/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46220006712201967,217466427,SC,SUPERMERCADO NARDELAO LTDA,72377864000138,20/5/2019,"R$ 5.266,24",9/28/2020,08/09/2020 - R$2633.12,Arquivado,5/8/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152123065202217,223781223,SC,BELLA JANELA INDUSTRIA DE CORTINAS LTDA,72344591000125,07/08/2022 00:00:00,"R$ 64.550,00",3/17/2023,17-03-2023 - R$32275.00,Arquivado - pago administrativamente,28/02/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152105235202281,223602922,SC,RITMI CONFECCOES EIRELI,72305295000115,07/07/2022 00:00:00,"R$ 30.468,65",12/12/2022,12-12-2022 - R$15234.32,Arquivado - pago administrativamente,24/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152198684202265,224537261,SC,COMERCIO DE GENEROS ALIMENTICIOS KUNZ LTDA,72304967000178,07/12/2022 00:00:00,"R$ 13.625,88",4/6/2023,06-04-2023 - R$6812.94,Arquivado - pago administrativamente,29/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152201887202246,224569295,SP,MITRA DIOCESANA DE TAUBATE,72293509000180,14/12/2022 00:00:00,"R$ 10.688,16",8/8/2023,08-08-2023 - R$5344.08,Arquivado - pago administrativamente,21/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152094887202283,223499447,RS,MERCOPAMPA TRANSPORTES LTDA,72271695000157,23/06/2022 00:00:00,"R$ 92.686,82",5/9/2023,,Enviado inscrição DAU (PGFN),03/02/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
46212007693201995,217571841,PR,ENGEDELTA ENGENHARIA E CONSTRUCAO LTDA,72244114000198,31/5/2019,"R$ 20.356,36",8/24/2021,08/06/2021 - R$10178.18,Arquivado,4/12/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152027532202017,219304319,PR,FLEX MONTAGEM ELETROMECANICA E MANUTENCAO INDUSTRIAL EI,72179815000190,3/3/2020,"R$ 8.283,49",10/28/2021,21/10/2021 - R$4141.75,Arquivado,5/10/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152136411202146,221662413,RJ,TRIECON DE BARRA MANSA CONSTRUCOES LTDA,72167190000147,17/08/2021 00:00:00,"R$ 16.175,11",7/17/2023,,Enviado inscrição DAU (PGFN),11/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
14152100706202184,221307231,PR,INDUSTRIA E COMERCIO DE LATICINIOS PEREIRA LTDA,72042286000189,25/06/2021 00:00:00,"R$ 33.043,25",3/31/2023,,Arquivado - PGFN pago,27/04/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152178986202217,224340280,SP,R J C DEFESA E AEROESPACIAL LTDA,71919328000154,03/11/2022 00:00:00,"R$ 9.797,99",7/26/2023,26-07-2023 - R$4899.00,Arquivado - pago administrativamente,20/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152057928202170,220885621,SP,VIACAO CIDADE DE CAIEIRAS LIMITADA,71896880000174,23/04/2021 00:00:00,"R$ 75.057,20",4/6/2023,06-04-2023 - R$37528.60,Arquivado - pago administrativamente,21/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46254001470201928,217360149,SP,MULT SERVICE PRESTACAO DE SERVICOS LTDA,71865554000108,6/5/2019,"R$ 93.918,15",12/20/2019,,Enviado p/ PFN,15/8/2019,Decisão de procedência,,,,SIM,SIM,SIM,SIM
47105001138201930,218752474,SP,SANMELL MOTOS LTDA,71833107000169,11/11/2019,"R$ 20.903,94",2/28/2020,21/01/2020 - R$10451.97,Arquivado,2/1/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152202123202278,224571656,SP,SUPERMERCADO X LTDA,71779813000170,14/12/2022 00:00:00,"R$ 194.431,55",8/9/2023,09-08-2023 - R$97215.78,Arquivado - pago administrativamente,21/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
47998003549201952,217573916,SP,SUPREMA SEGURANCA PATRIMONIAL LTDA,71755201000147,10/6/2019,"R$ 20.486,20",11/3/2022,,Arquivado,14/11/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152205367202121,222346744,SP,MASTER FORMULA FARMACIA DE MANIPULACAO LTDA,71605265002881,29/11/2021 00:00:00,"R$ 265.659,51",8/2/2023,02-08-2023 - R$132829.76,Arquivado - pago administrativamente,06/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152016051202086,219189820,MG,J.H.R DISTRIBUIDORA LTDA,71461453000163,12/2/2020,"R$ 11.467,90",7/12/2022,06/07/2022 - R$5733.95,Arquivado,13/6/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46281001651201927,218535384,BA,AUTO ONIBUS SAO JOAO LTDA EM RECUPERACAO JUDICIAL,71445555000608,9/10/2019,"R$ 87.142,40",6/6/2022,11/04/2022 - R$43571.20,Arquivado,16/2/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152192573202164,222219131,MG,DEGRAUS ENGENHARIA E EMPREENDIMENTOS IMOBILIARIOS LTDA,71427389000102,08/11/2021 00:00:00,"R$ 9.547,86",1/12/2023,12-01-2023 - R$4773.93,Arquivado - pago administrativamente,23/12/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152157181202230,224122231,MG,MGM ENGENHARIA E OPERACOES INDUSTRIAIS LTDA,71261762000190,29/09/2022 00:00:00,"R$ 100.360,87",7/27/2023,27-07-2023 - R$50180.44,Arquivado - pago administrativamente,07/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
47747004054201901,217899790,MG,PAVIBRA ENGENHARIA LTDA,71218598000138,16/7/2019,"R$ 7.378,52",8/26/2021,16/01/2020 - R$3689.26,Arquivado,13/12/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152020013202028,219229449,MG,CCM CONSERVACAO E LIMPEZA EIRELI,71123251000101,20/2/2020,"R$ 7.739,32",5/3/2023,,Enviado p/ PFN,2/12/2022,Decisão de procedência,,,,SIM,SIM,SIM,SIM
47105001118201969,218696396,SP,ULISSES ALVES DOMINGUES CIA LTDA,71101489000136,5/11/2019,"R$ 8.840,28",2/6/2020,24/01/2020 - R$4420.14,Arquivado,4/12/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
